품목일련번호,품목명,큰제품이미지,분류명
200401320,일양레바미피드정100밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765842976900112,소화성궤양용제
200404797,펜미드정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428038475100115,소화성궤양용제
200404044,바미드정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765851155000066,소화성궤양용제
200403344,코스바민정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428038475100124,소화성궤양용제
200400587,글립타이드정200밀리그람(설글리코타이드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oqy0vxcEYI,소화성궤양용제
200404670,레보론정25밀리그램(레보설피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYlZ,기타의소화기관용약
200302216,베라스트정(베라프로스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnUY_VtDNb,기타의혈액및체액용약
200301345,글루코젠정500밀리그램(메트포르민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765859194400038,당뇨병용제
200401462,디포민정(메트포르민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OsDC9sjoCH,당뇨병용제
200210304,판토가캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5FRxh,단백아미노산제제
200403021,클로펜정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800411198400160,해열.진통.소염제
200308845,아나클정(아세클로페낙)(수출명_파나정정),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEPz8,해열.진통.소염제
200404050,록소로펜정(록소프로펜나트륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrgEjHwCC2,해열.진통.소염제
200300462,캄록스캡슐(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWpmz,해열.진통.소염제
200302165,오스메톤정(나부메톤)(수출명_오스부톤정OSBUTONEtablet),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8vV,해열.진통.소염제
200400700,크록사신정(레보플록사신수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeXzJ,기타의화학요법제
200301625,디프라졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeSk,기타의화학요법제
200403616,유코나졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599028446900021,기타의화학요법제
200410977,마이코졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeUi,기타의화학요법제
200400757,디푸란캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeNY,기타의화학요법제
200402793,프리나졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8mV,기타의화학요법제
200300286,씨라클정250밀리그램(클래리트로마이신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwnP8KNiCe,기타의항생물질제제(복합항생물질제제를포함)
200403705,경보세프포독심프록세틸정(수출명_DAEZIMTab.),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900024,주로그람양성|음성균에작용하는것
200402439,이텍스세픽심캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900033,주로그람양성|음성균에작용하는것
200402835,위더스세픽심캡슐100밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154125966517300041,주로그람양성|음성균에작용하는것
200402706,파비스세파클러캡슐250밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzgyz,주로그람양성|음성균에작용하는것
200401296,일양세파클러캡슐250밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900105,주로그람양성|음성균에작용하는것
200404754,세이크캡슐250밀리그램(세파클러수화물)(수출명_인바이오넷인비클러캡슐250mg),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCdR,주로그람양성|음성균에작용하는것
200411009,알베롤정(카르베딜롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGAd,혈압강하제
200300253,엘디핀지속정(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZUp,혈압강하제
200202118,하이드로핀정(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa6iTEo-4K,혈압강하제
200400798,바소조신정2밀리그람(테라조신염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765855044700040,기타의비뇨생식기관및항문용약
200411062,테레신정2밀리그람(테라조신염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY1-D,기타의비뇨생식기관및항문용약
200404196,조코나정40밀리그람(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8yb,동맥경화용제
200403084,심바크린정(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8ZH,동맥경화용제
200403740,심스타틴정(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8kX,동맥경화용제
200402617,심바스트정40밀리그램(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v22Z,동맥경화용제
200400763,심바틴정10밀리그람(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900093,동맥경화용제
200400271,카틸정(염산아세틸엘카르니틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428095463800032,기타의순환계용약
200401383,비소폴정(비소프롤롤푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428095463800037,기타의순환계용약
200400528,에이엠정(암로디핀말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150903241909900178,혈압강하제
200411002,알스틴정(아젤라스틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfExvv,기타의알레르기용약
200401445,엘로틴캡슐(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYoV,진해거담제
200702709,뮤레스캡슐(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYpv,진해거담제
200301833,엘도인캡슐300밀리그램(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYr1,진해거담제
200404015,사이버정(메칠-N|S-디아세틸시스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428095463800060,진해거담제
200403419,시틴정(시메티딘)(수출명_CITINETabs.),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEz3w,소화성궤양용제
200403814,유니란소캡슐(란소프라졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8Md,소화성궤양용제
200403505,한림오메프라졸캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759746971700056,소화성궤양용제
200404201,무코바정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428095463800087,소화성궤양용제
200404721,케이스타정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUF81,소화성궤양용제
200403425,레설핀정(레보설피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7OLBUJpSu,기타의소화기관용약
200400580,유로콘정(프로피베린염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150194760309000057,기타의비뇨생식기관및항문용약
200403743,케이비스타졸정(실로스타졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oqy0vxcEIT,기타의혈액및체액용약
200404724,로타졸정(실로스타졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oqy0vxcEMG,기타의혈액및체액용약
200511394,리필펜캡슐160mg(미세화페노피브레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300103,동맥경화용제
200403292,엘바스타정(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OagY-Vo0M_,동맥경화용제
200410855,펜민정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300109,자율신경제
200400105,가바렙캡슐300밀리그람(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8O1,항전간제
200401754,펠로딘지속정2.5mg(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208300040,혈압강하제
200401751,핀카정(피나스테리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxNk,기타의비뇨생식기관및항문용약
200501601,레가셀연질캡슐(밀크시슬열매건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300127,간장질환용제
200400519,코오롱가바펜틴캡슐300밀리그램(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335249722200101,항전간제
200512142,졸피람정10밀리그램(졸피뎀타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OaqsRen9I4,최면진정제
200501237,토피라트정100밀리그램(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Obcgp6vn_9,항전간제
200401326,탐스핀캡슐(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGta,기타의비뇨생식기관및항문용약
200511386,산도스라미프릴정2.5밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200113,혈압강하제
200401009,펜다운캡슐(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3I8,항전간제
200402696,멜로칸캡슐(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWpxO,해열.진통.소염제
200502785,그린노즈캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369804406000002,항히스타민제
200500721,제스라-제트연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200041,기타의소화기관용약
200401519,카멘정5밀리그람(카르비마졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300175,갑상선|부갑상선호르몬제
200401526,카멘정10밀리그람(카르비마졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300178,갑상선|부갑상선호르몬제
200500789,삼아세프프로질정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300194,주로그람양성|음성균에작용하는것
200410993,유타날캡슐(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGeO,기타의비뇨생식기관및항문용약
200402728,코로프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661651931000052,동맥경화용제
200501160,가펜틴캡슐300밀리그램(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oen3FBnXgt,항전간제
200502474,브로다제장용정(브로멜라인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6STd,효소제제
200402947,타이펜8시간이알서방정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MyUBPbyRvy,해열.진통.소염제
200400041,크라목신듀오정500밀리그램(아목시실린·클라불란산칼륨[7_1]),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5PO,주로그람양성|음성균에작용하는것
200402630,메가폴민정500밀리그램(메트포르민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Dmz,당뇨병용제
200300032,심바스틴정40밀리그램(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u96U,동맥경화용제
200201437,프루칸캡슐(플루코나졸)(수출명_FlucorCaps.|FlozolCaps.|FlukorCaps.|DifruzolCaps.),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661657839800003,기타의화학요법제
200308509,데코인정(코데인인산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzmk,아편알카로이드계제제
200100858,알보젠카베디롤정25밀리그램(카르베딜롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGgM,혈압강하제
200300458,뉴마탈정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEPgS,해열.진통.소염제
200300103,레바라틴정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVEnjhkQ1D,소화성궤양용제
200300805,레스파정(티로프라미드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY1li,진경제
200202476,레프로신정(레보플록사신수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZTR,기타의화학요법제
200300037,로스탈정100밀리그램(실로스타졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1On2ryplIkF,기타의혈액및체액용약
200301518,로코정20밀리그람(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3FL,동맥경화용제
200301046,리포스탄정(프라바스타틴)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600101,동맥경화용제
200300434,메피드정(티로프라미드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY1sp,진경제
200200447,뮤코트라정(레바미피드)(수출명_Repampia|MUCORENFOR),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObFZMBgKIA,소화성궤양용제
200302313,베오페낙정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800407078800159,해열.진통.소염제
200300551,심바틴정20밀리그람(수출명_Austin)(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8Wl,동맥경화용제
200302173,아소로펜정(록소프로펜나트륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrgEjHwCAM,해열.진통.소염제
200300797,안국로바스타틴정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600161,동맥경화용제
200300796,안국록소프로펜나트륨정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600164,해열.진통.소염제
199500795,안국시메티딘400밀리그람정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600167,소화성궤양용제
200300802,안국실로스타졸정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600170,기타의혈액및체액용약
200300806,안국플루코나졸캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp3mk,기타의화학요법제
200302215,에어펜정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6EN0,해열.진통.소염제
200301112,에프심바정40밀리그람(심바스타틴)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427994445600182,동맥경화용제
200201483,오르필롱서방캡슐300밀리그램(발프로산나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317963768200059,항전간제
199703661,유디비캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCjf,간장질환용제
200200071,카베날정25밀리그램(카르베딜롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGpM,혈압강하제
200201436,클란자에스연질캡슐(아세클로페낙)(수출명_SpeenacSoftCaps.),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEQ2C,해열.진통.소염제
200301583,파마킹아세클로페낙정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858300106,해열.진통.소염제
200301584,파마킹티로미드정(티로프라미드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8Msit,진경제
200300701,트리테이스플러스정2.5_12.5mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885962952000060,혈압강하제
200300700,트리테이스플러스정5_25mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885962952000054,혈압강하제
200300418,티로랙스캡슐(티로프라미드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY2Wy,진경제
200404210,세피클캡슐(세파클러수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900054,주로그람양성|음성균에작용하는것
200401818,부스론정5밀리그램|10밀리그램(부스피론염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEy3l,정신신경용제
200401818,부스론정5밀리그램|10밀리그램(부스피론염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEy41,정신신경용제
200400581,셀렉틴캡슐(플루옥세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGJd,정신신경용제
200403086,앤티프레스캡슐(플루옥세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGTQ,정신신경용제
200402293,로세탄캡슐(플루옥세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGx0,정신신경용제
200404055,프라작캡슐(플루옥세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900069,정신신경용제
200409973,푸로작캡슐20밀리그램(플루옥세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Kjb,정신신경용제
200300437,메모린정(옥시라세탐),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599009514400017,기타의중추신경용약
200402468,팜젠에페리손정(에페리손염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900084,골격근이완제
200404007,타로마정(티로프라미드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY2K6,진경제
200403044,스파맥스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900096,진경제
200200203,타리온정10밀리그램(베포타스틴베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900099,항히스타민제
200402399,아테나정50밀리그램(아테놀롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmM2OP_0Wo,혈압강하제
200404060,카르베정(카르베딜롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGli,혈압강하제
200402021,카론정2밀리그램(독사조신메실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900108,혈압강하제
200201391,펠로딘지속정5밀리그람(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZH7,혈압강하제
200403847,테트린정2밀리그램(테라조신염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcRdnFlGaf,기타의비뇨생식기관및항문용약
200001896,유로트린정(테라조신염산염수화물)수출명_테라넥스정(수출명_테라넥스정|KUPTERANEXTabs.),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvljd,기타의비뇨생식기관및항문용약
200410067,디오반필름코팅정40밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPprC,혈압강하제
200404707,심바타틴정20밀리그램(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8oB,동맥경화용제
200210832,에이프로젠심바스타틴정40밀리그램(수출명_CHIVASUN40mg|SEVASIN40mg),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MucEwTxVnC,동맥경화용제
200402283,아스틸정(아세틸-L-카르니틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900141,기타의순환계용약
200300251,엘펙트캡슐(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYtr,진해거담제
200403654,란프라졸정(란소프라졸)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8Jp,소화성궤양용제
200402282,란프란정(란소프라졸)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u9Gc,소화성궤양용제
200402324,란소프라정(란소프라졸)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599013847700001,소화성궤양용제
200410999,바이넥스오메프라졸캡슐(오메프라졸장용성과립),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mgr_7YvP5O,소화성궤양용제
200403321,큐딘정(라니티딘염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6EU1,소화성궤양용제
200402623,그리메피드정1밀리그램(글리메피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyXr,당뇨병용제
200410943,글루비정(글리메피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyoC,당뇨병용제
200403237,메피릴정(글리메피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OSWzHKsv-v,당뇨병용제
200400138,세미온정(S-아데노실-L-메치오닌-설페이트-p-톨루엔설포네이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428095463800132,따로분류되지않는대사성의약품
200400561,바이넥스세파클러캡슐(세파클러수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154123315326100022,주로그람양성|음성균에작용하는것
200404438,세포린캡슐(세파클러수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OBGFqZFL8l,주로그람양성|음성균에작용하는것
200403427,삼익세파드록실캡슐500mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHhk,주로그람양성|음성균에작용하는것
200403430,삼익세프라딘캡슐500mg(세프라딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759742474000112,주로그람양성|음성균에작용하는것
200403426,로미록신정(록시트로마이신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCzXnoXF56,주로그람양성균|리케치아|비루스에작용하는것
200400873,록시로신정(록시트로마이신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oj34d6imI7,주로그람양성균|리케치아|비루스에작용하는것
200402929,록스신정(록시트로마이신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeY8,주로그람양성균|리케치아|비루스에작용하는것
200403741,마이코나졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeQ_,기타의화학요법제
200404200,디카졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeSS,기타의화학요법제
200400802,테바핀정(테르비나핀염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428095463800177,기타의화학요법제
200403329,아시폴정(아시클로버),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2Qx,기타의화학요법제
200402483,뉴로스캡슐(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u92q,항전간제
200401008,아페민정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6M7q,해열.진통.소염제
200400225,아세크로나정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428099982600006,해열.진통.소염제
200404606,아세날정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEP-O,해열.진통.소염제
200401926,아세클낙정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEPha,해열.진통.소염제
200503719,아스로정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NWXhq8Y5co,해열.진통.소염제
200101683,덱스핀정(덱시부프로펜디.씨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHl6,해열.진통.소염제
200401762,록프렌정(록소프로펜나트륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrgEjHwC3G,해열.진통.소염제
200402852,록소탄정(록소프로펜나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrgEjHwC2i,해열.진통.소염제
200402945,녹사펜정(록소프로펜나트륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRdaJ,해열.진통.소염제
200500288,리바로정2밀리그램(피타바스타틴칼슘수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6694,동맥경화용제
200502189,오잘탄정50밀리그램(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYQr,혈압강하제
200501001,투세프정(세프프로질수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428138547700030,주로그람양성|음성균에작용하는것
200500128,가바렙캡슐100밀리그람(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8OJ,항전간제
200301019,멜록스캡슐(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWpwW,해열.진통.소염제
200500589,세포질정250밀리그람(세프프로질수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Om5g2Jdp4P,주로그람양성|음성균에작용하는것
200400402,부로필캡슐(아세브로필린),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335249722200059,기타의호흡기관용약
200502691,세페타트정250밀리그람(세페타메트피복실염산염)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428138547700051,주로그람양성|음성균에작용하는것
200402485,글루펜정2mg(글리메피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEz3e,당뇨병용제
200502757,스웰리스정(방기황기탕건조엑스(7.52->1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6EXL,해열.진통.소염제
200502035,덱시부정400mg(덱시부프로펜디.씨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428138547700063,해열.진통.소염제
200400830,엘도신캡슐(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYmF,진해거담제
200500125,포사퀸정70밀리그람(알렌드론산나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlEDCLysgk,따로분류되지않는대사성의약품
200610661,젤독스캡슐40밀리그램(염산지프라시돈일수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IffZ,정신신경용제
200708534,젤독스캡슐20밀리그램(염산지프라시돈일수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IffH,정신신경용제
200401452,유로파서방정0.2밀리그램(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGM-,기타의비뇨생식기관및항문용약
200500248,스티렌정(애엽95%에탄올연조엑스(20→1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OeimlOsRPg,소화성궤양용제
200402469,란프졸캡슐(란소프라졸과립),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u936,소화성궤양용제
